country,year,year_cct,cct_name,share_owners_rural,share_owners_urban,share_owners_mean,n_rooms_rural,n_rooms_urban,n_rooms_mean,person_per_room_rural,person_per_room_urban,person_per_room_mean,share_poor_dwellings_rural,share_poor_dwellings_urban,share_poor_dwellings_mean,dwellings_low_quality_rural,dwellings_low_quality_urban,dwellings_low_quality_mean,water_rural,water_urban,water_mean,hygienic_restrooms_rural,hygienic_restrooms_urban,hygienic_restrooms_mean,sewerage_rural,sewerage_urban,sewerage_mean,electricity_rural,electricity_urban,electricity_mean,telephone_rural,telephone_urban,telephone_mean
Bolivia,2011,,,80.335723,53.691215,62.493923,2.3085747,2.7876771,2.6293931,2.0739022,1.791196,1.8845954,8.8500306,30.631165,23.439499,81.237501,28.368381,45.835072,44.163163,94.531363,77.890916,50.964246,94.919111,80.397476,5.3890091,68.984057,47.973776,66.716891,99.09339,88.39697,59.78214,94.411436,82.970746
Bolivia,2012,,,81.189592,52.738257,62.017847,2.3622518,2.7902926,2.6506843,1.9917055,1.7241959,1.8114459,7.2695918,25.794417,19.752424,80.81823,27.266215,44.732557,49.311881,93.371078,79.000881,56.947677,97.027261,83.955041,12.246988,84.620796,66.366796,72.488036,99.231837,90.50917,72.694909,95.239439,87.886392
Bolivia,2013,,,83.922911,54.30944,64.017203,2.4421366,2.8464588,2.7139156,1.843083,1.6539959,1.7159816,4.1215939,20.956363,15.43766,86.681574,24.490521,44.877728,56.765822,94.920297,82.412659,54.433704,97.966216,83.695573,5.4525445,84.493118,65.880113,69.329887,99.520229,89.62336,72.581131,96.580334,88.713017
Bolivia,2014,,,85.774725,55.842113,65.701214,2.1573041,2.5941253,2.4502467,2.0020097,1.8251644,1.8834131,5.3234231,19.616273,14.908544,84.56941,23.437259,43.572756,60.384541,92.66316,82.03134,53.234647,95.988728,81.906536,3.7777972,84.047412,63.751634,71.474729,99.310161,90.141823,75.239078,97.37504,90.083974
Bolivia,2015,,,84.887325,58.830705,67.273085,2.2573207,2.647612,2.5211571,1.9290527,1.7374844,1.7994657,9.6173805,20.867794,17.222644,78.229572,21.441746,39.841079,43.472621,90.362776,75.170302,56.621945,96.166727,83.354164,8.7414596,74.945247,58.039994,74.953562,99.46435,91.522822,78.083368,95.878425,90.112802
Bolivia,2016,,,81.495256,54.478966,63.177845,2.1572201,2.5335103,2.4123499,1.8598857,1.7512139,1.7862048,8.5784378,24.675504,19.492467,76.075619,18.961632,37.351562,34.664751,90.728636,72.676825,56.547683,97.32393,84.194531,8.9176104,74.412322,57.683034,74.815234,99.526682,91.569931,78.621164,96.953282,91.050588
Bolivia,2017,,,80.832352,55.357751,63.846413,2.1132399,2.5655621,2.4148391,1.7512254,1.691648,1.7115004,7.6635268,19.648522,15.654875,73.959717,19.438376,37.60601,46.570497,91.087278,76.253369,54.677842,97.191385,83.024997,12.131308,73.834317,56.942192,76.790021,99.390217,91.859366,75.356803,96.928858,89.740605
Bolivia,2018,,,85.110933,54.19311,64.018145,2.0695205,2.5662428,2.4083949,1.8333309,1.6178474,1.6863235,5.4450909,20.673525,15.834249,75.234503,17.849255,36.085082,39.723128,90.528843,74.383853,59.429945,97.732919,85.561038,8.4505511,77.330229,60.88394,78.26468,99.531728,92.773506,79.445347,96.93876,91.37972
Bolivia,2019,,,81.091008,55.328745,63.401306,2.1833045,2.6102226,2.4764486,1.7250821,1.6202275,1.6530835,8.583177,21.59198,17.515694,63.913751,14.299762,29.84622,43.246135,89.906628,75.285643,69.282672,98.977814,89.672893,16.48329,78.22499,64.64406,83.976031,99.626985,94.722785,79.903808,96.696798,91.434744
Bolivia,2021,,,82.069721,55.4511,63.662887,2.2185532,2.6862504,2.5419668,1.6261654,1.5164755,1.5503146,11.003939,19.817189,17.09832,63.534638,10.377629,26.776451,43.476537,91.628071,76.773427,75.739899,99.392697,92.09586,21.150999,77.352876,65.897002,89.513091,99.926731,96.714145,87.894634,97.761692,94.717726
Brazil,1995,2003.0,Bolsa Família,70.552725,72.265815,71.93639,5.3812245,5.6246122,5.5777768,0.88676905,0.78417164,0.8039019,0.65313817,1.1297234,1.0380133,16.885912,3.8141445,6.3282928,11.586719,85.438079,71.235035,13.761508,70.940814,59.94373,4.4117753,58.600003,48.17248,62.915861,98.589696,91.728598,3.5253555,26.752564,22.285464
Brazil,1996,2003.0,Bolsa Família,71.37947,74.142402,73.619745,5.436196,5.6611145,5.6185706,0.87176553,0.77539747,0.79362758,0.50686034,1.0798769,0.97148954,16.123826,4.3245103,6.5565521,15.702222,87.825964,74.182816,18.157443,74.256422,63.644874,5.4807642,61.627778,51.007443,66.942201,98.915038,92.867095,4.5245739,30.284505,25.412164
Brazil,1997,2003.0,Bolsa Família,71.329044,74.293286,73.734326,5.4294272,5.6545254,5.6120912,0.85143885,0.76478772,0.78112691,0.66459795,1.1609916,1.0674145,15.133285,3.5543791,5.7378426,14.931322,87.454966,73.778615,14.877818,73.532802,62.472046,4.7213671,61.321855,50.651881,68.817801,99.056926,93.354139,4.9450886,33.204062,27.874634
Brazil,1998,2003.0,Bolsa Família,73.168407,74.20002,74.00657,5.4391862,5.7059372,5.6558528,0.84515161,0.74063936,0.76024125,0.72518213,0.89621186,0.86409985,15.237938,3.3736985,5.5985843,17.298736,88.569079,75.202381,15.774654,75.015155,63.905794,6.1671792,63.334301,52.600783,72.778247,99.137016,94.193812,6.5271091,37.896363,32.011995
Brazil,1999,2003.0,Bolsa Família,73.155096,74.428144,74.191055,5.4997537,5.6926278,5.6566941,0.82545293,0.72924455,0.74716245,0.45721128,0.72757512,0.67720457,14.002569,3.025711,5.069716,19.05239,89.18794,76.126844,16.339913,75.693375,64.640925,5.7186172,63.497508,52.732924,75.436121,99.186252,94.76296,7.9902663,44.339365,37.568225
Brazil,2001,2003.0,Bolsa Família,71.940146,73.694938,73.434905,5.4671543,5.6835831,5.6514589,0.81160262,0.71982771,0.73342684,0.67497219,0.83903703,0.81468516,13.58653,2.7582298,4.3626959,16.282998,88.51494,77.811297,14.865636,75.782718,66.757172,4.2565478,63.29458,54.531663,77.62953,99.215119,96.016528,15.174381,66.54516,58.935411
Brazil,2002,2003.0,Bolsa Família,72.768854,73.851802,73.695704,5.5511805,5.7890898,5.7547329,0.7884462,0.69373968,0.70739165,0.65194286,0.75870133,0.74328416,11.952956,2.4485829,3.8186432,18.344284,89.325592,79.094588,17.131,76.66415,68.083839,5.0457844,64.595763,55.996051,80.181746,99.426994,96.652996,19.271598,68.746579,61.615178
Brazil,2003,2003.0,Bolsa Família,73.52265,73.750672,73.717939,5.6009519,5.8072526,5.7776005,0.76667173,0.67827242,0.69096415,0.61897103,0.79072282,0.7660365,11.165716,2.4186274,3.6743794,20.04346,89.610323,79.623812,18.300409,77.333699,68.860091,4.9439072,65.360978,56.67708,81.921384,99.504184,96.980098,21.823243,68.671625,61.94622
Brazil,2004,2003.0,Bolsa Família,74.734303,73.528216,73.716362,5.4545065,5.7822244,5.7309807,0.80201068,0.67125769,0.69165273,0.76294884,0.63070456,0.65138294,13.057754,2.4648754,4.1173973,20.408398,90.37742,79.462423,19.480112,77.8102,68.710385,5.1726633,65.78784,56.309746,81.507163,99.585301,96.765107,25.52157,72.50933,65.180071
Brazil,2005,2003.0,Bolsa Família,74.726158,73.222982,73.45929,5.4373833,5.8125762,5.7535222,0.79534918,0.65399885,0.67621992,0.68389805,0.56977876,0.58774073,12.2614,2.0467244,3.6525405,21.411432,90.506887,79.644691,19.686767,78.689895,69.41427,5.1443869,66.040666,56.455809,83.469462,99.634816,97.093513,32.25203,78.661814,71.365856
Brazil,2006,2003.0,Bolsa Família,75.113442,73.035412,73.357591,5.4785535,5.8419532,5.7854432,0.77396247,0.64173374,0.66223493,0.78428619,0.49647914,0.54123414,10.77287,2.1485281,3.4857366,22.112913,91.63273,80.85434,21.25518,79.305115,70.304764,5.6071134,66.655469,57.162236,86.071277,99.708742,97.594314,37.897942,80.929829,74.258466
Brazil,2007,2003.0,Bolsa Família,76.257178,73.58081,73.99462,5.453534,5.7655663,5.7172591,0.75975706,0.63756391,0.65645693,0.63379615,0.67765946,0.67086877,10.757818,2.1532083,3.4836191,24.030922,91.951019,81.449481,24.598731,82.22342,73.313717,6.6792443,68.475695,58.908691,89.070615,99.781449,98.125382,41.91851,83.108481,76.73985
Brazil,2008,2003.0,Bolsa Família,76.40823,74.061026,74.421919,5.5300632,5.888744,5.8335326,0.7188303,0.60858354,0.62553447,0.69713396,0.58489351,0.60217058,9.2700325,2.1104351,3.2112553,26.542862,92.298388,82.188181,25.332191,81.783686,73.104015,7.2637673,68.574466,59.136969,91.398435,99.821747,98.526625,50.540868,87.638084,81.93422
Brazil,2009,2003.0,Bolsa Família,76.80708,73.059357,73.631231,5.5450731,5.8349651,5.7907165,0.7010219,0.60679416,0.6211726,0.47513495,0.60070086,0.58153468,8.9863358,1.8587677,2.9463801,28.729011,92.686082,82.926722,26.15381,80.523473,72.227078,7.0615785,68.407354,59.043634,93.332725,99.85168,98.856938,54.449287,89.502051,84.153267
Brazil,2011,2003.0,Bolsa Família,78.860874,74.140644,74.794561,5.5900193,5.7668853,5.7423932,0.68711719,0.59456363,0.60738553,0.413223,0.71688875,0.67483759,10.182595,2.4375037,3.5104695,28.072951,92.508856,83.582231,29.35305,84.882702,77.189904,6.9713298,71.398877,62.477052,95.784948,99.898571,99.328691,66.154175,93.707511,89.890411
Brazil,2016,2003.0,Bolsa Família,79.91379,71.70375,72.822287,5.5468532,5.8670103,5.8233921,0.64114945,0.55861485,0.56985937,0.06216991,0.25341805,0.22736238,8.9854467,2.5051293,3.3880086,64.688791,98.637096,94.011974,81.310915,97.774189,95.531231,8.6041386,74.776999,65.7616,98.490777,99.962492,99.761985,80.91992,96.541068,94.412841
Brazil,2017,2003.0,Bolsa Família,79.802176,71.150688,72.309073,5.5370975,5.8411219,5.8004148,0.63902337,0.55973051,0.57034737,0.06431201,0.21371256,0.19370869,9.2482907,2.9776151,3.8172224,64.617503,98.346695,93.830551,80.234242,97.938114,95.567668,7.2152648,74.958153,65.887771,98.589561,99.943244,99.761994,81.754759,96.626263,94.635055
Brazil,2018,2003.0,Bolsa Família,79.616762,69.892109,71.208117,5.5343214,5.877223,5.8308191,0.63879972,0.54927264,0.56138807,0.04642173,0.18290878,0.1644384,8.5012338,2.7636367,3.5400885,66.499754,98.669256,94.315854,80.543408,97.645989,95.331548,7.2932256,75.351451,66.141335,98.613426,99.896142,99.722556,83.043922,96.799637,94.938117
Brazil,2019,2003.0,Bolsa Família,79.221685,69.992958,71.2035,5.5344035,5.8820877,5.8364816,0.63640099,0.5434569,0.55564846,0.02585608,0.21158497,0.18722273,8.3564232,2.4595382,3.2330385,66.371667,98.593416,94.366857,81.670382,97.152525,95.121717,9.5995869,76.458533,67.688579,98.629801,99.925699,99.755715,84.031908,96.916455,95.226376
Brazil,2022,2003.0,Bolsa Família,80.172385,68.28659,69.789309,5.6057307,5.8010767,5.7763791,0.59433335,0.53367711,0.54134587,0.01881779,0.17071472,0.15151041,8.6545941,2.6698335,3.4264858,68.551034,98.671694,94.863544,84.636768,97.325135,95.720947,9.0292751,77.8702,69.166653,99.015714,99.889891,99.779369,90.194192,97.827024,96.862007
Chile,1987,2002.0,Chile Solidario,57.446385,62.917383,61.921992,4.4693583,5.7647445,5.5290532,1.1927438,0.8107721,0.88085705,22.482607,11.409233,13.423838,51.1902,22.055102,27.355719,30.434699,96.87636,84.845672,11.998277,85.871443,72.431523,4.012058,83.104701,68.71519,44.070578,92.146604,74.30313,,,
Chile,1990,2002.0,Chile Solidario,,,,4.3347064,5.2306248,5.0664302,1.1203176,0.90409375,0.94372101,16.03997,12.679423,13.295631,43.431562,18.223215,22.843139,45.997468,97.608445,88.149722,19.126742,86.924139,74.498936,4.1445947,83.904091,69.286599,62.892651,98.846714,92.257427,,,
Chile,1996,2002.0,Chile Solidario,52.964375,64.84364,63.002402,4.2681741,5.4929359,5.3040895,1.1135503,0.81351443,0.85977705,8.0979013,3.5577593,4.2614632,40.747063,11.133618,15.723437,49.982736,98.546034,91.018917,21.017678,90.518678,79.746301,4.3748089,87.395182,74.527357,74.767206,99.441775,95.617315,,,
Chile,1998,2002.0,Chile Solidario,56.470961,66.579891,65.166593,4.0386279,5.394088,5.2057172,1.2712384,0.8444525,0.90375727,6.7177828,3.030319,3.545852,40.000459,10.136082,14.310829,52.184316,98.962984,92.423002,24.655568,91.945189,82.537634,5.0501383,89.071482,77.324716,82.314483,99.667146,97.241124,7.8831183,62.485337,54.852171
Chile,2000,2002.0,Chile Solidario,54.608928,66.85902,65.228013,4.1594517,5.5418463,5.358868,1.1779027,0.79817081,0.84843336,9.5643637,2.7439711,3.6520546,33.568614,7.844563,11.268526,58.551793,99.007079,93.620765,31.825129,94.244624,85.933942,4.0764625,91.076454,79.493066,86.329143,99.793888,98.00116,28.940914,74.449451,68.390493
Chile,2003,2002.0,Chile Solidario,60.964909,66.236961,65.552111,4.3990486,5.5693886,5.4180217,1.0647136,0.76677145,0.80530605,4.4763935,2.1353944,2.439495,28.410319,7.3930341,10.123223,68.960279,99.281691,95.342877,41.055227,94.830733,87.845184,5.8826051,91.57693,80.445061,93.279632,99.693505,98.860329,59.772442,86.350452,82.897888
Chile,2006,2002.0,Chile Solidario,60.940445,66.950797,66.161848,4.7082569,5.6219327,5.5024438,0.93341785,0.74608257,0.77058194,2.844521,1.5090925,1.6843876,25.031136,7.6039087,9.8913046,76.368446,99.336844,96.325024,54.648879,96.808714,91.27886,10.880886,93.296844,82.486834,96.410445,99.814949,99.368108,79.71772,93.107586,91.350556
Chile,2009,2002.0,Chile Solidario,61.435068,65.341852,64.821049,4.8008764,5.5995572,5.4934146,0.85660828,0.70952191,0.72906931,1.8806015,0.77728697,0.92436694,21.847883,6.8944278,8.8878339,80.120228,99.504964,96.920836,65.92218,97.7221,93.482936,18.605478,94.1582,84.086464,97.80333,99.869036,99.593662,87.067538,95.554612,94.42457
Chile,2011,2002.0,Chile Solidario,58.349157,63.758441,63.058151,5.4743646,6.0577889,5.9820197,0.65872064,0.58973071,0.59869042,3.7498231,1.0316445,1.3835418,12.498425,4.6894301,5.700388,79.224188,99.457153,96.83778,65.753938,99.16325,94.838058,18.861554,97.905651,87.672548,97.781241,99.856911,99.588193,93.394265,97.503951,96.971908
Chile,2013,2002.0,Chile Solidario,62.595766,62.385792,62.412862,5.5033214,6.0211376,5.9543354,0.63031317,0.57914312,0.58574444,1.5384276,0.87666005,0.96197677,10.209255,3.897488,4.7106129,85.153253,99.740002,97.860556,72.313355,99.051208,95.607126,15.116,96.734425,86.22122,98.009404,99.823447,99.589594,95.455591,98.464889,98.07759
Chile,2015,2002.0,Chile Solidario,65.653867,61.854041,62.349177,3.6416212,3.9848737,3.9401638,0.95864861,0.86098459,0.8737057,1.7387402,1.2417498,1.3065101,10.077209,3.7601979,4.5833353,86.350348,99.694611,97.955788,78.757938,99.189901,96.527516,16.569453,97.28925,86.771066,98.633515,99.876858,99.714844,96.509629,98.773304,98.478382
Chile,2017,2002.0,Chile Solidario,63.334761,58.694249,59.281379,3.7938657,3.9893554,3.9646064,0.89884653,0.8273393,0.83639213,1.9591206,1.5051535,1.5625906,9.9678751,4.0026054,4.7570731,80.084173,99.779251,97.288078,71.314868,98.765958,95.297142,16.86008,97.038101,86.906525,98.556077,99.81541,99.656112,96.089334,98.507713,98.201736
Chile,2020,2002.0,Chile Solidario,71.459189,60.550306,61.770487,2.7525649,2.6585411,2.6690823,1.1809497,1.2000064,1.1978699,7.1064244,3.9637985,4.3153076,,,,81.284454,99.123626,97.128756,78.275453,98.701247,96.416581,27.069077,96.909916,89.098078,,,,,,
Chile,2022,2002.0,Chile Solidario,63.375276,56.200259,57.024707,2.7637227,2.57262,2.5946064,1.0854526,1.1560576,1.1479345,0.72377437,0.58776472,0.60339295,11.122,3.6613483,4.5186167,80.798838,99.014397,96.921333,83.227337,98.695232,96.917889,14.198911,95.977284,86.580516,98.470374,99.809799,99.655892,82.510776,91.43127,90.406258
Colombia,2001,2001.0,Familias en Acción,60.456222,54.708905,56.156579,2.7365305,3.2215037,3.0993401,1.8175788,1.5024742,1.5818483,,,,,,,73.328243,98.494581,92.155512,53.017712,96.755766,85.738727,14.574824,93.780922,73.82995,86.134204,99.919101,96.298523,7.6668739,67.387277,52.344494
Colombia,2008,2001.0,Familias en Acción,86.31963,58.227115,64.736589,2.9289196,3.3687576,3.2668397,1.5481606,1.2588312,1.3258736,1.5714761,5.1427449,4.2929285,86.238275,35.58298,47.637135,70.425034,97.711257,91.388613,65.845731,97.354989,90.053814,14.80314,92.550939,74.535591,85.781822,99.622352,96.328799,66.588793,94.075577,89.424092
Colombia,2009,2001.0,Familias en Acción,85.740798,58.739064,64.944497,2.89784,3.3333882,3.2332932,1.535444,1.2402951,1.3081245,3.1650166,4.7582335,4.3846261,86.383289,36.660408,48.320363,70.207442,96.785423,90.67738,63.089894,96.324429,88.686604,12.462217,90.846144,72.832269,84.779614,99.5745,96.105117,69.52595,93.244615,88.359576
Colombia,2010,2001.0,Familias en Acción,86.360496,57.653322,64.198339,2.8660504,3.3162771,3.2136288,1.5471035,1.2364943,1.3073108,3.9213245,5.8504582,5.4007696,86.321263,36.804,48.346668,70.010095,96.501338,90.461536,64.336893,96.33758,89.041667,12.018288,90.784086,72.826085,86.379651,99.717001,96.608012,72.181528,93.522348,88.656798
Colombia,2011,2001.0,Familias en Acción,84.601916,57.308396,63.493835,2.884689,3.354166,3.24777,1.5054031,1.2117706,1.2783156,4.3205556,5.6372507,5.3325578,86.986187,35.72264,47.585399,69.972631,96.414278,90.421896,65.781797,96.262994,89.355142,12.061588,91.265303,73.31563,86.560663,99.751032,96.698684,78.968845,95.042322,91.399644
Colombia,2012,2001.0,Familias en Acción,83.293779,55.119121,61.375211,2.9051132,3.3155712,3.2244304,1.5068965,1.1953954,1.2645632,4.5864527,5.775867,5.5066265,84.803323,34.457055,45.853634,71.480076,96.68871,91.091216,66.326219,96.891317,90.104438,12.134031,92.089173,74.335397,87.767145,99.733412,97.024681,82.266582,95.941537,92.905058
Colombia,2013,2001.0,Familias en Acción,83.283402,54.934445,61.180541,2.9582723,3.3523093,3.2654916,1.4568616,1.1539004,1.2206515,4.702439,5.375968,5.2261023,84.166511,32.739293,44.182266,71.346657,96.605881,91.040543,68.602999,97.235974,90.927301,12.739392,92.114004,74.62548,89.431832,99.832275,97.518092,84.361513,96.537869,93.855065
Colombia,2014,2001.0,Familias en Acción,82.619289,53.623168,59.951221,2.9971568,3.3359335,3.2619995,1.4143439,1.1374341,1.1978664,4.4461696,6.037381,5.6901184,82.938413,31.27022,42.546179,71.174801,96.621264,91.067881,69.490834,97.24273,91.186213,12.636915,92.203828,74.83931,89.897308,99.811554,97.64789,85.760457,96.76472,94.363172
Colombia,2015,2001.0,Familias en Acción,82.277948,52.881814,59.310532,2.9818407,3.3521986,3.271204,1.3823701,1.115409,1.1737914,4.4576168,5.4515781,5.2342056,83.167284,30.845049,42.28756,71.847181,96.914481,91.432447,72.072999,97.632226,92.042611,13.314164,92.552773,75.223871,92.132493,99.828797,98.145669,86.53732,97.171422,94.845822
Colombia,2016,2001.0,Familias en Acción,82.128773,52.935706,59.28497,3.0378109,3.3675747,3.2958526,1.34383,1.0892141,1.1445919,3.9247922,4.5903487,4.4455867,81.849719,28.365291,39.998432,71.721025,96.574756,91.169263,73.653708,97.607774,92.397952,13.766142,93.045138,75.802576,93.231622,99.831178,98.39574,87.254089,97.004399,94.883783
Colombia,2017,2001.0,Familias en Acción,82.787852,51.964767,58.579389,3.0339335,3.3556019,3.2865707,1.335747,1.0770507,1.1325679,3.9846874,4.326422,4.2530859,80.542062,26.845987,38.369143,71.992165,96.473751,91.220012,73.383778,97.716467,92.494682,13.040792,93.364481,76.12705,93.257259,99.862763,98.445224,86.38637,97.004743,94.726045
Colombia,2018,2001.0,Familias en Acción,81.443509,51.402492,57.901607,2.9709426,3.331409,3.2534247,1.3312479,1.073717,1.129432,4.4117256,4.5776629,4.5417638,80.34019,25.464233,37.336173,70.229018,96.056601,90.469026,73.434093,97.728679,92.472755,12.285843,93.669255,76.062656,93.334366,99.874277,98.459423,85.538443,96.828836,94.386257
Colombia,2019,2001.0,Familias en Acción,81.545057,50.621724,57.316739,2.9416204,3.3189027,3.2372197,1.3257306,1.0760631,1.130117,4.0577992,4.6808951,4.5459925,77.834984,23.697281,35.418292,71.748471,96.312395,90.994216,74.846099,97.729737,92.775345,13.249652,93.738534,76.312396,93.988285,99.904435,98.623567,87.176774,97.097584,94.949692
Colombia,2020,2001.0,Familias en Acción,79.451943,48.575958,55.263055,2.8997784,3.2313841,3.1595558,1.3209218,1.0899418,1.139986,4.0218069,4.3644607,4.2545678,76.099141,22.88876,39.953934,,,,,,,,,,95.11097,99.893448,98.359653,88.003873,97.616432,94.533575
Colombia,2021,2001.0,Familias en Acción,79.654997,48.365552,55.129874,2.8868934,3.2544633,3.1750021,1.2908982,1.0677773,1.1160115,3.8097105,4.4125204,4.2822017,75.899711,22.613427,34.133144,73.922532,96.623656,91.716005,75.333003,97.88219,93.007385,13.377753,93.835685,76.441855,95.373693,99.906992,98.926959,88.332183,97.508111,95.524409
Costa Rica,2006,,,75.098467,73.647535,74.224835,4.6813485,5.163336,4.9714364,0.88632566,0.7746061,0.81908639,0.88743192,1.0091876,0.96070164,3.8517614,2.983703,3.3294247,91.972271,99.747272,96.651083,91.617566,99.065387,96.099693,5.4741852,43.702759,28.480285,97.964446,99.930421,99.147523,69.291097,88.603943,80.91453
Costa Rica,2007,,,73.241171,72.375936,72.721342,4.7132229,5.2094071,5.0113648,0.89371993,0.75631489,0.81115746,0.67163167,0.70747545,0.69316848,4.0576102,2.117296,2.8918767,93.582516,99.732356,97.27766,92.364481,99.39512,96.588693,4.9592806,39.284064,25.582604,98.166312,99.917154,99.217998,71.75089,89.664382,82.51494
Costa Rica,2008,,,75.117592,71.628938,73.032205,4.7277693,5.2003173,5.010254,0.86312151,0.75897005,0.80086075,0.70697667,1.0432523,0.90799907,3.5239386,1.8888012,2.5462234,92.607049,99.46877,96.709442,93.194455,99.125451,96.737755,4.3393492,39.98774,25.63644,98.282766,99.924095,99.263937,77.185487,91.298667,85.623645
Costa Rica,2009,,,74.433676,71.542684,72.710138,4.7327819,5.2453811,5.0383743,0.85880419,0.74255336,0.7894998,0.3158602,0.50387214,0.42794587,3.7991894,2.341971,2.9304504,94.151365,99.596235,97.397392,94.02703,99.260276,97.146895,5.7400646,40.009584,26.170266,98.641978,99.929925,99.409804,79.270073,91.902541,86.801077
Costa Rica,2010,,,73.166025,69.479164,70.44479,4.5638976,5.0239404,4.9034506,0.87407954,0.74584304,0.77942946,0.63360099,0.80358062,0.75907565,3.3673694,1.6559076,2.1037416,88.560817,99.200151,96.413478,92.144125,99.181457,97.338227,6.9280852,33.312609,26.401929,97.426458,99.727362,99.124705,80.192661,92.67607,89.406393
Costa Rica,2011,,,72.959405,69.254812,70.230953,4.5967261,5.0216929,4.9097036,0.84811821,0.74256273,0.77037922,0.23753852,0.32933091,0.30514215,3.2315228,1.797235,2.1763658,88.60296,99.528811,96.649578,92.33223,99.268521,97.440267,6.7210894,35.856168,28.176801,98.033751,99.948555,99.443957,91.083138,97.041443,95.471281
Costa Rica,2012,,,73.482206,68.79178,70.02438,4.6137926,5.0194965,4.9128813,0.8307063,0.71815306,0.74773099,0.59823132,0.48608619,0.51555104,3.3789102,2.0335864,2.387254,90.510006,99.544448,97.170644,93.433513,99.4746,97.88706,7.9772247,34.361514,27.427972,98.698554,99.975289,99.639775,94.490658,98.080742,97.137302
Costa Rica,2013,,,73.13631,70.387714,71.108154,4.6145545,5.0447926,4.932022,0.82247211,0.71929106,0.74633606,0.18849489,0.16201574,0.16894326,2.763767,1.8789757,2.111187,90.809028,99.751109,97.407281,94.119677,99.283334,97.929877,7.9983436,33.704971,26.966953,98.842432,99.924881,99.641158,96.208434,98.437711,97.853391
Costa Rica,2014,,,74.557438,71.355604,72.212809,4.5751012,5.0582958,4.9289334,0.8067875,0.70852305,0.73483072,0.33098785,0.29433407,0.30414714,3.2878423,1.9726156,2.3245983,91.630174,99.5516,97.430851,95.019196,99.460675,98.271588,7.0728671,34.536156,27.183598,98.414246,99.704804,99.359291,96.591323,98.561481,98.034024
Costa Rica,2015,,,74.142629,69.275892,70.609827,4.4919029,4.9411763,4.8180339,0.79541423,0.72144697,0.74172083,0.32238746,0.4801319,0.43689536,3.9201983,2.6037788,2.9646258,90.616579,99.514969,97.075988,95.198872,98.937605,97.912847,5.6293043,27.781887,21.710034,98.147021,99.642916,99.232903,96.576006,98.771876,98.170005
Costa Rica,2016,,,74.831164,69.879332,71.2235,4.4654502,4.9235298,4.7991848,0.79738559,0.71615658,0.73820607,0.06989702,0.54304518,0.41460982,3.1417377,2.6961524,2.8170557,90.50065,99.584876,97.118976,94.920652,99.159665,98.008991,5.1376774,28.713995,22.314239,98.622487,99.796519,99.477829,97.363848,98.775076,98.392001
Costa Rica,2017,,,75.691456,71.732882,72.821155,4.478468,4.9770873,4.8400092,0.77810482,0.70832822,0.72751088,0.14966522,0.66347854,0.52222337,3.1842796,2.7343502,2.8580684,91.240646,99.478159,97.21354,96.295607,99.028992,98.277542,6.3933546,30.847996,24.12504,99.007722,99.786413,99.572339,97.217468,98.763094,98.338177
Costa Rica,2018,,,75.899915,69.512235,71.269444,4.4873276,4.9085749,4.7926925,0.77288692,0.70509719,0.7237457,0.3186715,0.53284289,0.47392576,3.059951,2.1937875,2.4320919,91.697083,99.284478,97.197236,96.496941,99.23395,98.481017,6.1315748,29.641859,23.174336,98.886396,99.866436,99.596833,97.039311,98.710117,98.25049
Costa Rica,2019,,,74.423203,69.529528,70.876257,4.5301156,4.8990753,4.7975384,0.74975986,0.69880681,0.71282898,0.14028365,0.36164277,0.3007252,2.6475112,2.0171683,2.1905991,91.622705,99.482616,97.319585,97.304647,99.160534,98.649798,4.9528302,29.037949,22.409775,99.106316,99.903642,99.68422,97.203407,98.936619,98.459642
Costa Rica,2020,,,77.259975,70.397318,72.289112,4.537414,4.8892651,4.7922721,0.74426985,0.69733107,0.71027045,0.07143487,0.18841238,0.15616578,2.7538594,2.5130582,2.5794722,92.343132,99.600032,97.599559,97.302203,99.277408,98.732914,5.1749589,28.520472,22.084931,99.678317,99.905966,99.843211,97.811516,99.180105,98.802833
Costa Rica,2021,,,77.143335,73.116623,74.214716,4.5171953,4.8772163,4.7790378,0.74489952,0.67709749,0.69558725,0.19366325,0.17848317,0.18262281,2.0611932,2.0797652,2.0746978,92.831599,99.61407,97.764476,97.159312,99.276991,98.699495,5.3052727,32.518676,25.097523,99.319978,99.888685,99.733598,97.262746,98.600685,98.235826
Costa Rica,2022,,,77.211962,72.798776,74.011484,4.4822707,4.8802669,4.7709008,0.72016786,0.65549593,0.67326726,0.13599161,0.19601778,0.17952307,2.5625577,1.5749171,1.8463266,92.878069,99.58387,97.74117,97.636306,99.294097,98.83855,5.7152151,31.139869,24.153378,99.501784,99.924535,99.808366,96.823924,98.684892,98.173513
Costa Rica,2023,,,77.969349,71.899487,73.561378,4.4521107,4.8019001,4.7061299,0.71304786,0.64763785,0.66554671,0.20342829,0.26124484,0.24541502,2.3812149,1.6947848,1.8826653,93.391131,99.673829,97.953664,98.344212,99.636057,99.282358,10.836178,34.68556,28.155745,99.488675,99.898764,99.786484,96.969388,98.449993,98.044613
Dominican Rep.,2000,,,79.964622,62.35769,68.901369,3.1189525,3.5758756,3.4053372,1.4217517,1.2447509,1.3108133,0.10138663,0.19934399,0.16283733,18.434914,4.152405,9.4818704,51.482521,86.46542,73.408677,23.791631,73.393984,54.88079,5.8261149,35.301623,24.300415,75.815579,96.612823,88.850623,14.651376,47.77046,35.998822
